revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
candidate,random,20260920,131072,131072,1,0,0.0288671,131072,NA,NA,NA,28721152,21934192,167,454339457082336225,0,8272417,8819667,6902416,memtable,28867125,28867125,28867125,8272417,1515000,8819667,6902416
