revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
byte,random,20260920,131072,131072,4,0,0.021853,131072,NA,NA,NA,58392576,51209544,390,454339457082336225,0,8099708,7776333,6279834,memtable,21853000,21853000,21853000,8099708,1120750,7776333,6279834
