implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
vector,fdece4e,ascending,20260921,131072,131072,8,0,0.00987975,131072,NA,NA,NA,16580608,5603199,42,454339457082336225,0,34663125,35343625,6392209,all,86278709,9879750,9879750,34663125,0,35343625,6392209
skiplist,fdece4e,ascending,20260921,131072,131072,8,0,0.0221142,131072,NA,NA,NA,15482880,8173152,62,454339457082336225,0,8564750,6468375,6592666,all,43740083,22114250,22114250,8564750,42,6468375,6592666
radix,fdece4e,ascending,20260921,131072,131072,8,0,0.0206004,131072,NA,NA,NA,32751616,25390960,193,454339457082336225,0,10043375,9864833,7871875,all,50711750,20600417,20600417,10043375,2331250,9864833,7871875
radix,fdece4e,ascending,20260921,131072,131072,8,0,0.024015,131072,NA,NA,NA,32686080,25333880,193,454339457082336225,0,8036958,10226333,7721500,all,52800916,24015042,24015042,8036958,2801083,10226333,7721500
vector,fdece4e,ascending,20260921,131072,131072,8,0,0.0106,131072,NA,NA,NA,16498688,5603199,42,454339457082336225,0,33310542,35017000,6904166,all,85831791,10600042,10600042,33310542,41,35017000,6904166
skiplist,fdece4e,ascending,20260921,131072,131072,8,0,0.0159696,131072,NA,NA,NA,15384576,8165328,62,454339457082336225,0,6590083,8616125,6777459,all,37953292,15969583,15969583,6590083,42,8616125,6777459
vector,fdece4e,random,20260921,131072,131072,1,0,0.0146224,131072,NA,NA,NA,15450112,5433534,41,454339457082336225,0,39635875,36735792,6405750,all,97399959,14622375,14622375,39635875,167,36735792,6405750
skiplist,fdece4e,random,20260921,131072,131072,1,0,0.070277,131072,NA,NA,NA,14581760,7753264,59,454339457082336225,0,7025750,6520209,9931375,all,93754334,70277000,70277000,7025750,0,6520209,9931375
radix,fdece4e,random,20260921,131072,131072,1,0,0.0526327,131072,NA,NA,NA,30408704,23529904,179,454339457082336225,0,14974209,16121458,12782833,all,100527000,52632708,52632708,14974209,4015792,16121458,12782833
radix,fdece4e,random,20260921,131072,131072,1,0,0.0562901,131072,NA,NA,NA,30375936,23529904,179,454339457082336225,0,11425417,21193166,11321792,all,102620917,56290083,56290083,11425417,2390459,21193166,11321792
vector,fdece4e,random,20260921,131072,131072,1,0,0.0138904,131072,NA,NA,NA,15450112,5433534,41,454339457082336225,0,45039542,37662916,6579750,all,103172625,13890417,13890417,45039542,0,37662916,6579750
skiplist,fdece4e,random,20260921,131072,131072,1,0,0.0664822,131072,NA,NA,NA,14598144,7756504,59,454339457082336225,0,9822666,6437209,8130500,all,90872584,66482209,66482209,9822666,0,6437209,8130500
vector,fdece4e,random,20260921,131072,131072,1,0,0.0153676,131072,NA,NA,NA,16465920,5433534,41,454339457082336225,0,38813125,37653084,6559000,all,98392792,15367583,15367583,38813125,0,37653084,6559000
skiplist,fdece4e,random,20260921,131072,131072,1,0,0.0704887,131072,NA,NA,NA,14581760,7753888,59,454339457082336225,0,7984875,7153250,9624709,all,95251500,70488666,70488666,7984875,0,7153250,9624709
radix,fdece4e,random,20260921,131072,131072,1,0,0.0526561,131072,NA,NA,NA,30392320,23529904,179,454339457082336225,0,11177292,18414042,11987208,all,96083167,52656083,52656083,11177292,1848542,18414042,11987208
radix,fdece4e,random,20260921,131072,131072,1,0,0.051358,131072,NA,NA,NA,30375936,23529904,179,454339457082336225,0,12860792,12742541,17307834,all,96321417,51358000,51358000,12860792,2052250,12742541,17307834
vector,fdece4e,random,20260921,131072,131072,1,0,0.0144101,131072,NA,NA,NA,15482880,5433534,41,454339457082336225,0,40321042,38081792,6339333,all,99152333,14410125,14410125,40321042,41,38081792,6339333
skiplist,fdece4e,random,20260921,131072,131072,1,0,0.0675021,131072,NA,NA,NA,14581760,7751872,59,454339457082336225,0,6819750,9963459,8272875,all,92558209,67502125,67502125,6819750,0,9963459,8272875
vector,fdece4e,random,20260921,131072,131072,1,0,0.0145476,131072,NA,NA,NA,15482880,5433534,41,454339457082336225,0,40897292,38334916,7814584,all,101594417,14547625,14547625,40897292,0,38334916,7814584
skiplist,fdece4e,random,20260921,131072,131072,1,0,0.0681154,131072,NA,NA,NA,14581760,7755504,59,454339457082336225,0,6796459,11489875,7756041,all,94157791,68115416,68115416,6796459,0,11489875,7756041
radix,fdece4e,random,20260921,131072,131072,1,0,0.0494782,131072,NA,NA,NA,30392320,23529904,179,454339457082336225,0,17054958,14493833,12213542,all,96226708,49478167,49478167,17054958,2986208,14493833,12213542
radix,fdece4e,random,20260921,131072,131072,4,0,0.0227895,131072,NA,NA,NA,32374784,25089000,191,454339457082336225,0,14216000,17503166,11096084,all,70200208,22789500,22789500,14216000,4595458,17503166,11096084
vector,fdece4e,random,20260921,131072,131072,4,0,0.00643638,131072,NA,NA,NA,15630336,5603231,42,454339457082336225,0,40724875,40733041,7288042,all,95182333,6436375,6436375,40724875,0,40733041,7288042
skiplist,fdece4e,random,20260921,131072,131072,4,0,0.0248272,131072,NA,NA,NA,15351808,8113104,61,454339457082336225,0,6794500,10213250,9813417,all,51648459,24827250,24827250,6794500,42,10213250,9813417
vector,fdece4e,random,20260921,131072,131072,4,0,0.0109588,131072,NA,NA,NA,16547840,5603231,42,454339457082336225,0,40123458,38016750,6376667,all,95475834,10958834,10958834,40123458,125,38016750,6376667
skiplist,fdece4e,random,20260921,131072,131072,4,0,0.0267696,131072,NA,NA,NA,15417344,8131416,62,454339457082336225,0,7115791,6817375,10999167,all,51701917,26769584,26769584,7115791,0,6817375,10999167
radix,fdece4e,random,20260921,131072,131072,4,0,0.019711,131072,NA,NA,NA,32391168,25109880,191,454339457082336225,0,11179708,20322875,12023000,all,66110166,19711000,19711000,11179708,2873583,20322875,12023000
radix,fdece4e,random,20260921,131072,131072,4,0,0.0168379,131072,NA,NA,NA,32391168,25118920,191,454339457082336225,0,13696625,16381167,16372666,all,65648750,16837875,16837875,13696625,2360417,16381167,16372666
vector,fdece4e,random,20260921,131072,131072,4,0,0.0123133,131072,NA,NA,NA,16318464,5603231,42,454339457082336225,0,41156667,37999750,7436750,all,98906583,12313291,12313291,41156667,125,37999750,7436750
skiplist,fdece4e,random,20260921,131072,131072,4,0,0.0256033,131072,NA,NA,NA,15351808,8130816,62,454339457082336225,0,8382959,7369833,9447417,all,50803500,25603291,25603291,8382959,0,7369833,9447417
vector,fdece4e,random,20260921,131072,131072,4,0,0.00715854,131072,NA,NA,NA,16449536,5603231,42,454339457082336225,0,43808458,39627833,6351500,all,96946374,7158542,7158542,43808458,41,39627833,6351500
skiplist,fdece4e,random,20260921,131072,131072,4,0,0.0179593,131072,NA,NA,NA,15368192,8122080,61,454339457082336225,0,15858750,8606917,6755416,all,49180457,17959333,17959333,15858750,41,8606917,6755416
radix,fdece4e,random,20260921,131072,131072,4,0,0.0176477,131072,NA,NA,NA,32440320,25113000,191,454339457082336225,0,12532625,19197958,12887667,all,65925333,17647667,17647667,12532625,3659416,19197958,12887667
radix,fdece4e,random,20260921,131072,131072,4,0,0.0149838,131072,NA,NA,NA,32440320,25113544,191,454339457082336225,0,14508708,17717667,11539958,all,62961041,14983750,14983750,14508708,4210958,17717667,11539958
vector,fdece4e,random,20260921,131072,131072,4,0,0.00760487,131072,NA,NA,NA,16433152,5603259,42,454339457082336225,0,43268958,38582875,7149334,all,96606084,7604875,7604875,43268958,42,38582875,7149334
skiplist,fdece4e,random,20260921,131072,131072,4,0,0.0267422,131072,NA,NA,NA,15286272,8120464,61,454339457082336225,0,11414375,7154250,7856084,all,53167000,26742250,26742250,11414375,41,7154250,7856084
radix,fdece4e,random,20260921,131072,131072,8,0,0.0293875,131072,NA,NA,NA,32489472,25148112,191,454339457082336225,0,12241459,20074833,15649833,all,79929458,29387458,29387458,12241459,2575875,20074833,15649833
vector,fdece4e,random,20260921,131072,131072,8,0,0.00856433,131072,NA,NA,NA,17465344,5603199,42,454339457082336225,0,45364416,38962750,7981834,all,100873375,8564334,8564334,45364416,41,38962750,7981834
skiplist,fdece4e,random,20260921,131072,131072,8,0,0.0186437,131072,NA,NA,NA,15548416,8179040,62,454339457082336225,0,12803375,9736084,6529125,all,47712334,18643708,18643708,12803375,42,9736084,6529125
vector,fdece4e,random,20260921,131072,131072,8,0,0.00807863,131072,NA,NA,NA,16629760,5603199,42,454339457082336225,0,41609500,39794125,7185625,all,96668000,8078625,8078625,41609500,125,39794125,7185625
skiplist,fdece4e,random,20260921,131072,131072,8,0,0.0236828,131072,NA,NA,NA,15532032,8172216,62,454339457082336225,0,7873917,15550875,7207458,all,54315083,23682833,23682833,7873917,0,15550875,7207458
radix,fdece4e,random,20260921,131072,131072,8,0,0.0263529,131072,NA,NA,NA,32505856,25161976,191,454339457082336225,0,11722667,15396875,14446625,all,69663626,26352917,26352917,11722667,1744542,15396875,14446625
radix,fdece4e,random,20260921,131072,131072,8,0,0.0215219,131072,NA,NA,NA,32473088,25162608,191,454339457082336225,0,16828375,15671250,16054000,all,74091208,21521875,21521875,16828375,4015708,15671250,16054000
vector,fdece4e,random,20260921,131072,131072,8,0,0.0113582,131072,NA,NA,NA,16367616,5603199,42,454339457082336225,0,41402042,37534292,6474625,all,96769167,11358208,11358208,41402042,0,37534292,6474625
skiplist,fdece4e,random,20260921,131072,131072,8,0,0.024439,131072,NA,NA,NA,15466496,8155376,62,454339457082336225,0,8721333,8114125,9771292,all,51045834,24439042,24439042,8721333,42,8114125,9771292
vector,fdece4e,random,20260921,131072,131072,8,0,0.00861563,131072,NA,NA,NA,16662528,5603158,42,454339457082336225,0,41101375,40557667,7099416,all,97374083,8615625,8615625,41101375,0,40557667,7099416
skiplist,fdece4e,random,20260921,131072,131072,8,0,0.0172714,131072,NA,NA,NA,15515648,8153928,62,454339457082336225,0,12387167,9707958,6967333,all,46333917,17271417,17271417,12387167,42,9707958,6967333
radix,fdece4e,random,20260921,131072,131072,8,0,0.0277158,131072,NA,NA,NA,32505856,25132848,191,454339457082336225,0,11754833,17519167,14596292,all,73891167,27715750,27715750,11754833,2305125,17519167,14596292
radix,fdece4e,random,20260921,131072,131072,8,0,0.0219229,131072,NA,NA,NA,32538624,25163504,191,454339457082336225,0,17128667,16685833,17938292,all,77103249,21922916,21922916,17128667,3427541,16685833,17938292
vector,fdece4e,random,20260921,131072,131072,8,0,0.00825412,131072,NA,NA,NA,16351232,5603219,42,454339457082336225,0,41829084,41340333,7579375,all,99002959,8254125,8254125,41829084,42,41340333,7579375
skiplist,fdece4e,random,20260921,131072,131072,8,0,0.0218752,131072,NA,NA,NA,15532032,8175664,62,454339457082336225,0,12192667,11431208,6627000,all,52126083,21875208,21875208,12192667,0,11431208,6627000
vector,fdece4e,versions,20260921,131072,131072,1,0,0.0140854,131072,NA,NA,NA,15466496,5433534,41,4785945059249892485,0,36697292,35426625,6802250,all,93011667,14085375,14085375,36697292,125,35426625,6802250
skiplist,fdece4e,versions,20260921,131072,131072,1,0,0.057505,131072,NA,NA,NA,14598144,7752224,59,4785945059249892485,0,7291209,6577833,6469708,all,77843708,57504958,57504958,7291209,0,6577833,6469708
radix,fdece4e,versions,20260921,131072,131072,1,0,0.0410153,131072,NA,NA,NA,28295168,21420344,163,4785945059249892485,0,15122584,11315000,12005500,all,82585958,41015291,41015291,15122584,3127583,11315000,12005500
radix,fdece4e,versions,20260921,131072,131072,1,0,0.04169,131072,NA,NA,NA,28278784,21420344,163,4785945059249892485,0,15738459,9528208,7728792,all,76355042,41689958,41689958,15738459,1669625,9528208,7728792
vector,fdece4e,versions,20260921,131072,131072,1,0,0.0139975,131072,NA,NA,NA,15433728,5433534,41,4785945059249892485,0,39099416,35220167,6893500,all,95210583,13997500,13997500,39099416,0,35220167,6893500
skiplist,fdece4e,versions,20260921,131072,131072,1,0,0.0611143,131072,NA,NA,NA,14548992,7751664,59,4785945059249892485,0,12159875,7072000,6479666,all,86825874,61114292,61114292,12159875,41,7072000,6479666
vector,fdece4e,versions,20260921,131072,131072,1,0,0.0140897,131072,NA,NA,NA,15515648,5433534,41,4785945059249892485,0,38670250,39757625,7599500,all,100117292,14089667,14089667,38670250,250,39757625,7599500
skiplist,fdece4e,versions,20260921,131072,131072,1,0,0.0602585,131072,NA,NA,NA,14581760,7753472,59,4785945059249892485,0,12309291,6886042,6484042,all,85937958,60258542,60258542,12309291,41,6886042,6484042
radix,fdece4e,versions,20260921,131072,131072,1,0,0.0402192,131072,NA,NA,NA,28311552,21420344,163,4785945059249892485,0,10595292,9801500,16599666,all,79082584,40219167,40219167,10595292,1866959,9801500,16599666
radix,fdece4e,versions,20260921,131072,131072,1,0,0.0420366,131072,NA,NA,NA,28295168,21420344,163,4785945059249892485,0,10016417,14021500,11768041,all,79298500,42036625,42036625,10016417,1455917,14021500,11768041
vector,fdece4e,versions,20260921,131072,131072,1,0,0.0148124,131072,NA,NA,NA,15499264,5433534,41,4785945059249892485,0,38412333,35053792,6980333,all,95258916,14812417,14812417,38412333,41,35053792,6980333
skiplist,fdece4e,versions,20260921,131072,131072,1,0,0.0581985,131072,NA,NA,NA,14581760,7750976,59,4785945059249892485,0,6905500,6559375,6571542,all,78234875,58198458,58198458,6905500,0,6559375,6571542
vector,fdece4e,versions,20260921,131072,131072,1,0,0.0142176,131072,NA,NA,NA,16482304,5433534,41,4785945059249892485,0,37246750,37829958,6615583,all,95910000,14217584,14217584,37246750,125,37829958,6615583
skiplist,fdece4e,versions,20260921,131072,131072,1,0,0.0556724,131072,NA,NA,NA,14565376,7752440,59,4785945059249892485,0,8002792,11756625,7621167,all,83053000,55672416,55672416,8002792,0,11756625,7621167
radix,fdece4e,versions,20260921,131072,131072,1,0,0.0401312,131072,NA,NA,NA,28311552,21420344,163,4785945059249892485,0,9441583,16581042,9897041,all,79105250,40131209,40131209,9441583,3054375,16581042,9897041
radix,fdece4e,versions,20260921,131072,131072,4,0,0.0182976,131072,NA,NA,NA,29900800,22580112,172,4785945059249892485,0,24216083,20346083,16748084,all,84001792,18297584,18297584,24216083,4393958,20346083,16748084
vector,fdece4e,versions,20260921,131072,131072,4,0,0.00655767,131072,NA,NA,NA,16924672,5603231,42,4785945059249892485,0,41388792,41249250,7261250,all,96457000,6557666,6557666,41388792,42,41249250,7261250
skiplist,fdece4e,versions,20260921,131072,131072,4,0,0.0251598,131072,NA,NA,NA,15237120,8124224,61,4785945059249892485,0,8565917,12522291,9222000,all,55470042,25159750,25159750,8565917,84,12522291,9222000
vector,fdece4e,versions,20260921,131072,131072,4,0,0.00630733,131072,NA,NA,NA,16220160,5603231,42,4785945059249892485,0,38653417,35734875,6676875,all,87372500,6307333,6307333,38653417,0,35734875,6676875
skiplist,fdece4e,versions,20260921,131072,131072,4,0,0.0233279,131072,NA,NA,NA,15384576,8129480,62,4785945059249892485,0,8662500,6674208,6640709,all,45305667,23327917,23327917,8662500,333,6674208,6640709
radix,fdece4e,versions,20260921,131072,131072,4,0,0.0216659,131072,NA,NA,NA,29917184,22579344,172,4785945059249892485,0,12975292,15804291,14176417,all,66794958,21665917,21665917,12975292,2173041,15804291,14176417
radix,fdece4e,versions,20260921,131072,131072,4,0,0.0193505,131072,NA,NA,NA,29851648,22527616,171,4785945059249892485,0,19452125,13912750,18685541,all,75677083,19350542,19350542,19452125,4276125,13912750,18685541
vector,fdece4e,versions,20260921,131072,131072,4,0,0.0122263,131072,NA,NA,NA,16662528,5603190,42,4785945059249892485,0,38722083,37048708,6686209,all,94683376,12226292,12226292,38722083,84,37048708,6686209
skiplist,fdece4e,versions,20260921,131072,131072,4,0,0.0169999,131072,NA,NA,NA,15368192,8124280,61,4785945059249892485,0,12422500,7327084,8151958,all,44901459,16999875,16999875,12422500,42,7327084,8151958
vector,fdece4e,versions,20260921,131072,131072,4,0,0.00605133,131072,NA,NA,NA,15581184,5603259,42,4785945059249892485,0,37266750,40188333,8722292,all,92228834,6051334,6051334,37266750,125,40188333,8722292
skiplist,fdece4e,versions,20260921,131072,131072,4,0,0.0230313,131072,NA,NA,NA,15351808,8130264,62,4785945059249892485,0,9503791,11111167,8929375,all,52575625,23031292,23031292,9503791,0,11111167,8929375
radix,fdece4e,versions,20260921,131072,131072,4,0,0.0149995,131072,NA,NA,NA,29835264,22538816,171,4785945059249892485,0,20494166,14386042,18443417,all,72042834,14999459,14999459,20494166,3719750,14386042,18443417
radix,fdece4e,versions,20260921,131072,131072,4,0,0.0229957,131072,NA,NA,NA,29786112,22527616,171,4785945059249892485,0,18156458,19065583,19982834,all,85223375,22995750,22995750,18156458,5022750,19065583,19982834
vector,fdece4e,versions,20260921,131072,131072,4,0,0.00990342,131072,NA,NA,NA,16793600,5603231,42,4785945059249892485,0,39332458,37496667,7863791,all,94596333,9903417,9903417,39332458,0,37496667,7863791
skiplist,fdece4e,versions,20260921,131072,131072,4,0,0.0225193,131072,NA,NA,NA,15400960,8173384,62,4785945059249892485,0,8578583,8556125,8591750,all,48245833,22519334,22519334,8578583,41,8556125,8591750
radix,fdece4e,versions,20260921,131072,131072,8,0,0.0226539,131072,NA,NA,NA,29900800,22551816,172,4785945059249892485,0,13216417,21182792,11965500,all,72558834,22653916,22653916,13216417,3540209,21182792,11965500
vector,fdece4e,versions,20260921,131072,131072,8,0,0.00875904,131072,NA,NA,NA,16760832,5603219,42,4785945059249892485,0,41123167,33836375,7986916,all,91705625,8759042,8759042,41123167,125,33836375,7986916
skiplist,fdece4e,versions,20260921,131072,131072,8,0,0.0150485,131072,NA,NA,NA,15482880,8176632,62,4785945059249892485,0,15920542,8061375,7247458,all,46277957,15048541,15048541,15920542,41,8061375,7247458
vector,fdece4e,versions,20260921,131072,131072,8,0,0.00826579,131072,NA,NA,NA,16613376,5603097,42,4785945059249892485,0,39898375,33937292,7454583,all,89556041,8265791,8265791,39898375,0,33937292,7454583
skiplist,fdece4e,versions,20260921,131072,131072,8,0,0.0232307,131072,NA,NA,NA,15482880,8176536,62,4785945059249892485,0,8617125,7017834,10845666,all,49711291,23230666,23230666,8617125,0,7017834,10845666
radix,fdece4e,versions,20260921,131072,131072,8,0,0.0222435,131072,NA,NA,NA,29917184,22559232,172,4785945059249892485,0,20124667,17068042,15591875,all,80119416,22243541,22243541,20124667,5091291,17068042,15591875
radix,fdece4e,versions,20260921,131072,131072,8,0,0.023343,131072,NA,NA,NA,29949952,22561856,172,4785945059249892485,0,18206083,22237459,17129125,all,87272500,23343042,23343042,18206083,6356791,22237459,17129125
vector,fdece4e,versions,20260921,131072,131072,8,0,0.00927292,131072,NA,NA,NA,16269312,5603219,42,4785945059249892485,0,40660583,34916833,6513542,all,91363875,9272917,9272917,40660583,0,34916833,6513542
skiplist,fdece4e,versions,20260921,131072,131072,8,0,0.0169029,131072,NA,NA,NA,15450112,8158080,62,4785945059249892485,0,14628875,7368875,6697459,all,45598125,16902916,16902916,14628875,0,7368875,6697459
vector,fdece4e,versions,20260921,131072,131072,8,0,0.00665779,131072,NA,NA,NA,16629760,5603179,42,4785945059249892485,0,39952584,36047375,6889125,all,89547000,6657791,6657791,39952584,125,36047375,6889125
